Campaign,Campaign Type,Campaign Status,Budget,Budget Type,Bid Strategy Type,Networks,Languages,Location,Location Type,Ad Schedule,Device,Bid Adjustment,Ad Rotation,Ad Group,Ad Group Status,Max CPC,Keyword,Match Type,Status,Ad Type,Headline 1,Headline 1 position,Headline 2,Headline 2 position,Headline 3,Headline 3 position,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Path 1,Path 2,Final URL,Asset Type,Sitelink Text,Sitelink Description 1,Sitelink Description 2,Sitelink Final URL,Callout Text,Structured Snippet Header,Structured Snippet Values
Altru – Restorative – Search,Search,Paused,13.00,Daily,Maximize Conversions,Google search,en,"Salt Lake County, Utah; 5 mi around Murray, Utah",Presence,"Tue 10:00-20:00; Wed 09:00-21:00; Thu 09:00-21:00; Fri 09:00-21:00; Sat 09:00-16:00",,,Optimize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altru – Procell – Search,,,,,,,,,,,,,,Microchanneling Category,,,,,Enabled,Responsive search ad,Procell Microchanneling — SLC,1,Microneedling Evolved,1,Visible Change Without Needles,2,Growth Factor Facial — Salt Lake,Stem Cell Regeneration For Skin,"Procell — No RF, No Downtime",The Microneedling Upgrade,Salt Lake's Procell Studio,Wellness-Grade Microchanneling,"Smaller Channels, Bigger Results",Built On Bone Marrow Growth Factors,The Regenerative Alternative,Not Morpheus8. Better For Some.,Gentle Enough For Sensitive Skin,Book Online — Procell SLC,"Procell Microchanneling delivers bone-marrow-derived growth factors through ultra-fine channels. Gentler than microneedling, regenerative by design.","The microneedling alternative that doesn't use heat or radiofrequency. Less downtime, stem-cell-derived serum, real results. Salt Lake County.","Procell is microneedling evolved — finer channels, growth-factor serum, faster healing. Educated, hands-first care. Online booking.",The regenerative facial for the woman done with anti-aging language. Procell Microchanneling in Salt Lake. Same-week availability.,procell,microchanneling,https://altruradiance.com/services/microneedling-murray-utah,,,,,,,,
Altru – Procell – Search,,,,,,,,,,,,,,Growth Factor Regenerative,,,,,Enabled,Responsive search ad,Procell Microchanneling — SLC,1,Microneedling Evolved,1,Visible Change Without Needles,2,Growth Factor Facial — Salt Lake,Stem Cell Regeneration For Skin,"Procell — No RF, No Downtime",The Microneedling Upgrade,Salt Lake's Procell Studio,Wellness-Grade Microchanneling,"Smaller Channels, Bigger Results",Built On Bone Marrow Growth Factors,The Regenerative Alternative,Not Morpheus8. Better For Some.,Gentle Enough For Sensitive Skin,Book Online — Procell SLC,"Procell Microchanneling delivers bone-marrow-derived growth factors through ultra-fine channels. Gentler than microneedling, regenerative by design.","The microneedling alternative that doesn't use heat or radiofrequency. Less downtime, stem-cell-derived serum, real results. Salt Lake County.","Procell is microneedling evolved — finer channels, growth-factor serum, faster healing. Educated, hands-first care. Online booking.",The regenerative facial for the woman done with anti-aging language. Procell Microchanneling in Salt Lake. Same-week availability.,procell,microchanneling,https://altruradiance.com/services/microneedling-murray-utah,,,,,,,,
Altru – Procell – Search,,,,,,,,,,,,,,Microneedling Alternative,,,,,Enabled,Responsive search ad,Procell Microchanneling — SLC,1,Microneedling Evolved,1,Visible Change Without Needles,2,Growth Factor Facial — Salt Lake,Stem Cell Regeneration For Skin,"Procell — No RF, No Downtime",The Microneedling Upgrade,Salt Lake's Procell Studio,Wellness-Grade Microchanneling,"Smaller Channels, Bigger Results",Built On Bone Marrow Growth Factors,The Regenerative Alternative,Not Morpheus8. Better For Some.,Gentle Enough For Sensitive Skin,Book Online — Procell SLC,"Procell Microchanneling delivers bone-marrow-derived growth factors through ultra-fine channels. Gentler than microneedling, regenerative by design.","The microneedling alternative that doesn't use heat or radiofrequency. Less downtime, stem-cell-derived serum, real results. Salt Lake County.","Procell is microneedling evolved — finer channels, growth-factor serum, faster healing. Educated, hands-first care. Online booking.",The regenerative facial for the woman done with anti-aging language. Procell Microchanneling in Salt Lake. Same-week availability.,procell,microchanneling,https://altruradiance.com/services/microneedling-murray-utah,,,,,,,,
Altru – Brand Defense – Search,,,,,,,,,,,,,,Brand Terms,,,,,Enabled,Responsive search ad,Altru Radiance — Official,1,Regenerative Facials Murray,1,Visible Change Without Needles,2,Book Direct — Altru Radiance,Master Esthetician Owned,Buccal · Lymphatic · Procell,Murray's Regenerative Studio,No Needles. No Downtime.,Educated Skincare. Hands First.,Book Online — Same-Week,Skip The Middleman — Book Direct,Real Results. Real Hands.,Altru Radiance Official Site,Premium Facial Work In Murray,"Altru Radiance — Utah's regenerative aesthetics and fascia studio in Murray. Buccal, lymphatic, and Procell. Book direct online.","Master Esthetician owned and operated. The regenerative alternative to needles and machines. Same-week availability.","Visible change without needles. Buccal facial release, lymphatic drainage, Procell Microchanneling. Murray, Utah.",The official Altru Radiance website. Book your session online — premium regenerative facial work in Salt Lake County.,book,direct,https://altruradiance.com,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,Restorative Facial,Buccal + fascia release,Visible lift without needles,https://altruradiance.com/services/restorative-buccal-release,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,Soothe Lymphatic,Full-body lymphatic drainage,The day-before-anything treatment,https://altruradiance.com/services/lymphatic-drainage-murray-utah,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,Procell Microchanneling,Growth-factor microchanneling,Microneedling evolved,https://altruradiance.com/services/microneedling-murray-utah,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,About,Master Esthetician owned,Regenerative philosophy,https://altruradiance.com/about,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,Book Online,Same-week availability,Square Appointments,https://altruradiance.com/book,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sitelink,Pricing,All services and prices,Transparent pricing,https://altruradiance.com/services,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,Online booking,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,No-needle results,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,Master Esthetician,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,Premium products,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,Same-week availability,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,No machines,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callout,,,,,"Murray, Utah",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Structured Snippet,,,,,,Services,"Buccal Facial; Lymphatic Drainage; Procell Microchanneling; Fascia Release"
